"race","x","name","value"
"hispanic","[0,5)","dx_lost_none_to_lost_dad",869.268449902137
"hispanic","[0,5)","dx_lost_none_to_lost_both",0
"hispanic","[0,5)","dx_lost_mom_to_lost_both",NA
"hispanic","[0,5)","dx_lost_dad_to_lost_both",0
"hispanic","[0,5)","ex_lost_none",45.8355391406744
"hispanic","[0,5)","ex_lost_mom",3.20635175372302
"hispanic","[0,5)","ex_lost_dad",10.4959964730856
"hispanic","[0,5)","ex_lost_both",18.3920194953099
"hispanic","[0,5)","ex",77.929906862793
"hispanic","[0,5)","lx_lost_mom",0
"hispanic","[0,5)","lx_lost_dad",0
"hispanic","[0,5)","lx_lost_both",0
"hispanic","[0,5)","lx_lost_none",1e+05
"hispanic","[5,10)","lx",99459.5546875
"hispanic","[5,10)","dx",44.6135029792785
"hispanic","[5,10)","Lx",497179.7265625
"hispanic","[5,10)","pr_lost_none",0.989342090204112
"hispanic","[5,10)","pr_lost_mom",0.00156698718949921
"hispanic","[5,10)","pr_lost_dad",0.00493255012035821
"hispanic","[5,10)","pr_lost_both",0.00415837248603013
"hispanic","[5,10)","mx_lost_none_to_lost_mom",0.00156698718949921
"hispanic","[5,10)","mx_lost_none_to_lost_dad",0.00493255012035821
"hispanic","[5,10)","mx_lost_none_to_lost_both",0.00415837248603013
"hispanic","[5,10)","mx_lost_dad_to_lost_both",0.457420293415321
"hispanic","[5,10)","mx_lost_mom_to_lost_both",0.726307642086375
"hispanic","[5,10)","Lx_lost_mom",779.074262402159
"hispanic","[5,10)","Lx_lost_dad",2452.36392009552
"hispanic","[5,10)","Lx_lost_both",2067.45849554948
"hispanic","[5,10)","Lx_lost_none",491880.829884453
"hispanic","[5,10)","dx_lost_mom_to_dead",0.0699087876472145
"hispanic","[5,10)","dx_lost_dad_to_dead",0.220058339490042
"hispanic","[5,10)","dx_lost_both_to_dead",0.185519563294455
"hispanic","[5,10)","dx_lost_none_to_dead",44.1380162888468
